,Illnesses,PASSENGERS,population,perNoYrly,Ycity,Unnamed: 0,DENSITY,POP
130,0.0,0.0,127942.0,35.2,"Thousand Oaks, CA",1634.0,2310.5418348000003,127690.0
449,354.0,0.0,88653.0,30.299999999999997,"Round Rock, TX",17497.0,3569.3829763000003,128739.0
327,0.0,0.0,123913.0,23.599999999999994,"Elizabeth, NJ",10972.0,10462.486888,128885.0
120,0.0,0.0,102250.0,34.7,"Santa Clara, CA",1592.0,7037.7315849999995,129488.0
483,34.0,0.0,82276.0,38.7,"Kent, WA",18392.0,3842.2580663000003,129618.0
44,0.0,0.0,125626.0,36.8,"Concord, CA",1291.0,4244.2925642,129688.0
165,86.0,0.0,121230.0,30.0,"Stamford, CT",1979.0,3449.7969409999996,129775.0
163,86.0,0.0,124922.0,26.0,"New Haven, CT",1973.0,6977.711035799999,130418.0
292,516.0,0.0,126657.0,29.5,"Sterling Heights, MI",8055.0,3649.8634481,132964.0
246,453.0,0.0,122945.0,30.299999999999997,"Cedar Rapids, IA",5193.0,1880.3885674000003,133174.0
397,571.0,3.0,117722.0,32.599999999999994,"Columbia, SC",15663.0,981.2552469000001,133451.0
173,32.0,0.0,131674.0,24.200000000000003,"Coral Springs, FL",2115.0,5839.1203957,133507.0
140,0.0,0.0,107431.0,35.2,"Visalia, CA",1653.0,3531.3514736999996,133800.0
178,32.0,0.0,125684.0,23.799999999999997,"Gainesville, FL",2164.0,2125.8220712,133857.0
468,882.0,0.0,147993.0,21.900000000000006,"Hampton, VA",18150.0,2612.7838401999998,134313.0
294,516.0,0.0,133517.0,29.299999999999997,"Warren, MI",8093.0,3916.9765009999996,134587.0
396,571.0,384.0,104782.0,34.900000000000006,"Charleston, SC",15654.0,1231.7798757,136208.0
464,8.0,0.0,113112.0,37.6,"West Valley City, UT",18007.0,3846.0821950000004,136401.0
418,354.0,0.0,120792.0,30.599999999999994,"Carrollton, TX",16722.0,3741.4799829000003,136879.0
15,239.0,0.0,65450.0,33.5,"Surprise, AZ",685.0,1277.302408,138161.0
454,354.0,6.0,118967.0,30.799999999999997,"Waco, TX",17691.0,1552.2662765999999,138183.0
422,354.0,0.0,100975.0,31.0,"Denton, TX",16831.0,1441.7906322000001,138541.0
106,0.0,0.0,112647.0,35.900000000000006,"Roseville, CA",1559.0,3230.0921911,139117.0
157,54.0,0.0,104658.0,39.0,"Thornton, CO",1930.0,3949.4005997,139436.0
91,0.0,0.0,133874.0,34.5,"Orange, CA",1498.0,5434.6229405,139484.0
254,220.0,0.0,113647.0,29.200000000000003,"Olathe, KS",6432.0,2265.4090285,139605.0
58,0.0,0.0,135353.0,34.0,"Fullerton, CA",1354.0,6224.7982171,139640.0
367,625.0,73.0,159134.0,24.400000000000006,"Dayton, OH",13047.0,2538.7550776999997,140640.0
189,32.0,0.0,112922.0,21.599999999999994,"Miramar, FL",2296.0,4884.5275521,140823.0
407,246.0,0.0,84700.0,30.0,"Murfreesboro, TN",16420.0,2320.9811249000004,141344.0
94,0.0,0.0,144618.0,32.7,"Pasadena, CA",1514.0,6157.5773776999995,141371.0
440,354.0,0.0,97782.0,32.8,"Midland, TX",17250.0,1913.8476112,142344.0
345,132.0,8204.0,141830.0,25.900000000000006,"Syracuse, NY",11854.0,5703.215025199999,142749.0
439,354.0,0.0,131337.0,29.599999999999994,"Mesquite, TX",17247.0,3022.4472858000004,142816.0
437,354.0,0.0,0.0,35.099999999999994,"McAllen, TX",17207.0,2181.9881733,143433.0
159,86.0,0.0,139090.0,29.200000000000003,"Bridgeport, CT",1957.0,9020.4566448,144900.0
131,0.0,0.0,144963.0,32.599999999999994,"Torrance, CA",1636.0,7090.1498434000005,145182.0
331,0.0,0.0,151205.0,22.900000000000006,"Paterson, NJ",11114.0,17309.320241,145627.0
211,25.0,9809.0,126119.0,22.299999999999997,"Savannah, GA",2883.0,1404.1287317,145862.0
231,3191.0,2431.0,152765.0,32.5,"Rockford, IL",4197.0,2276.3503824,146526.0
478,34.0,0.0,111927.0,37.8,"Bellevue, WA",18294.0,4411.233752699999,147599.0
227,3191.0,0.0,134957.0,31.900000000000006,"Joliet, IL",3774.0,2309.6266143000003,148099.0
228,3191.0,0.0,143850.0,31.599999999999994,"Naperville, IL",3999.0,3821.2583607,148304.0
431,354.0,0.0,103009.0,26.900000000000006,"Killeen, TX",17107.0,2737.1648722,149103.0
52,0.0,0.0,137119.0,36.3,"Escondido, CA",1334.0,4086.8003381999997,152213.0
97,0.0,0.0,156183.0,34.599999999999994,"Pomona, CA",1529.0,6635.4104586,152361.0
252,220.0,0.0,442028.0,33.8,"Kansas City, KS",6293.0,1225.4580524,152958.0
208,25.0,0.0,94273.0,20.700000000000003,"Macon, GA",2756.0,613.85708065,153095.0
128,0.0,0.0,126499.0,34.5,"Sunnyvale, CA",1626.0,6965.5816259,153185.0
444,354.0,0.0,144696.0,33.5,"Pasadena, TX",17372.0,3512.6485135,153219.0
180,32.0,0.0,144821.0,25.0,"Hollywood, FL",2198.0,5677.5965062,154823.0
279,174.0,0.0,152227.0,21.200000000000003,"Springfield, MA",7574.0,4864.6704718,155032.0
108,0.0,0.0,148691.0,37.0,"Salinas, CA",1563.0,6669.648384,156259.0
93,0.0,0.0,135294.0,33.7,"Palmdale, CA",1506.0,1476.9279896,156667.0
404,246.0,0.0,111694.0,27.099999999999994,"Clarksville, TN",16256.0,1599.7609492000001,156794.0
153,54.0,0.0,140772.0,38.3,"Lakewood, CO",1827.0,3642.6402445,156798.0
71,0.0,0.0,129548.0,33.099999999999994,"Lancaster, CA",1418.0,1687.0054145,159053.0
62,0.0,0.0,140494.0,34.0,"Hayward, CA",1374.0,3505.2658030000002,159620.0
466,882.0,0.0,127273.0,26.900000000000006,"Alexandria, VA",18057.0,10749.903284999999,160530.0
305,282.0,0.0,176696.0,20.299999999999997,"Jackson, MS",9095.0,1480.3907884000002,164422.0
151,54.0,0.0,129252.0,40.3,"Fort Collins, CO",1771.0,2959.9565352,167830.0
313,720.0,0.0,150443.0,31.200000000000003,"Springfield, MO",10079.0,2041.6680122999999,168122.0
348,447.0,0.0,103945.0,26.5,"Cary, NC",12006.0,2935.1314434,168160.0
45,0.0,0.0,152954.0,34.2,"Corona, CA",1294.0,4281.6349254,168819.0
379,590.0,0.0,145208.0,37.4,"Eugene, OR",14419.0,3877.8289912,171245.0
12,239.0,0.0,139368.0,33.599999999999994,"Peoria, AZ",663.0,980.39884137,172259.0
193,32.0,0.0,155862.0,23.700000000000003,"Pembroke Pines, FL",2350.0,5255.1360859,172374.0
59,0.0,0.0,167232.0,34.8,"Garden Grove, CA",1357.0,9614.253552099999,172646.0
50,0.0,0.0,94497.0,34.0,"Elk Grove, CA",1327.0,4118.419244,172886.0
384,590.0,0.0,146922.0,39.3,"Salem, OR",14539.0,3565.3491063,173442.0
89,0.0,0.0,170340.0,35.3,"Oceanside, CA",1495.0,4269.217570000001,176080.0
124,0.0,2.0,155118.0,37.0,"Santa Rosa, CA",1599.0,4177.6011335,177586.0
98,0.0,0.0,168557.0,33.3,"Rancho Cucamonga, CA",1536.0,4430.8303291,177751.0
470,882.0,0.0,183444.0,24.400000000000006,"Newport News, VA",18197.0,2584.3377614,178626.0
394,1093.0,101575.0,177595.0,18.900000000000006,"Providence, RI",15614.0,9741.9088126,179335.0
403,246.0,3.0,154024.0,28.0,"Chattanooga, TN",16253.0,1263.3223819,180557.0
90,0.0,109065.0,172808.0,35.099999999999994,"Ontario, CA",1497.0,3624.8283755,181107.0
402,0.0,0.0,140336.0,30.5,"Sioux Falls, SD",16136.0,2346.5298893000004,181883.0
177,32.0,4258984.0,170510.0,23.900000000000006,"Fort Lauderdale, FL",2154.0,5279.467248800001,182595.0
489,34.0,0.0,157517.0,38.4,"Vancouver, WA",18537.0,3740.3048455,183012.0
416,354.0,1.0,168015.0,34.599999999999994,"Brownsville, TX",16686.0,1386.0263673,183392.0
280,174.0,2.0,177216.0,22.0,"Worcester, MA",7583.0,4975.3460916,185877.0
405,246.0,2.0,172474.0,30.799999999999997,"Knoxville, TN",16363.0,1899.4540217,187500.0
426,354.0,0.0,71025.0,29.200000000000003,"Frisco, TX",16926.0,2768.7111204999997,188170.0
265,508.0,45.0,196980.0,24.799999999999997,"Shreveport, LA",7301.0,1763.9318473,188987.0
171,32.0,0.0,130807.0,26.400000000000006,"Cape Coral, FL",2094.0,1790.0742226,189343.0
3,688.0,0.0,190274.0,25.900000000000006,"Mobile, AL",278.0,1359.9462019000002,189572.0
438,354.0,0.0,0.0,29.299999999999997,"McKinney, TX",17210.0,2863.1976696999996,191645.0
16,239.0,0.0,158368.0,33.5,"Tempe, AZ",687.0,4811.8162271,192364.0
255,220.0,0.0,166010.0,28.700000000000003,"Overland Park, KS",6447.0,2560.9850465,192536.0
199,32.0,0.0,153583.0,22.099999999999994,"Tallahassee, FL",2412.0,1926.8925321,193551.0
206,25.0,0.0,185208.0,23.099999999999994,"Columbus, GA",2572.0,897.07283874,194160.0
428,354.0,0.0,141122.0,29.799999999999997,"Grand Prairie, TX",16966.0,2690.4832608,194614.0
196,32.0,0.0,0.0,24.700000000000003,"Port St. Lucie, FL",2367.0,1638.1249308000001,195248.0
205,25.0,153.0,0.0,23.299999999999997,"Augusta, GA",2486.0,651.55716398,196939.0
2,688.0,19.0,167528.0,30.900000000000006,"Huntsville, AL",214.0,920.50587843,197318.0
22,0.0,70.0,184217.0,26.299999999999997,"Little Rock, AR",978.0,1659.857077,197881.0
362,625.0,21.0,208414.0,26.0,"Akron, OH",12842.0,3197.0995301,198006.0
4,688.0,0.0,198325.0,23.299999999999997,"Montgomery, AL",281.0,1240.071165,198218.0
218,3191.0,0.0,174276.0,32.400000000000006,"Aurora, IL",3249.0,4434.791041699999,199602.0
346,132.0,0.0,197818.0,29.299999999999997,"Yonkers, NY",11925.0,11084.858188,199663.0
411,354.0,0.0,181766.0,32.900000000000006,"Amarillo, TX",16566.0,1967.6103425000001,199924.0
286,516.0,9.0,193852.0,27.200000000000003,"Grand Rapids, MI",7783.0,4506.1299208,200217.0
461,8.0,491979.0,178026.0,36.6,"Salt Lake City, UT",17961.0,1803.8582532000003,200591.0
65,0.0,0.0,195968.0,34.0,"Huntington Beach, CA",1386.0,7430.2732568,200641.0
60,0.0,0.0,203201.0,34.0,"Glendale, CA",1359.0,6608.3273595,201361.0
343,132.0,8771.0,211354.0,29.599999999999994,"Rochester, NY",11786.0,5767.5264733,206284.0
82,0.0,0.0,168629.0,33.599999999999994,"Moreno Valley, CA",1476.0,4077.0612486999994,209050.0
352,447.0,0.0,124775.0,21.599999999999994,"Fayetteville, NC",12090.0,1416.725219,209468.0
92,0.0,0.0,187235.0,37.0,"Oxnard, CA",1503.0,7786.5086753000005,209877.0
0,688.0,971.0,231621.0,23.099999999999994,"Birmingham, AL",41.0,1436.8510532999999,209880.0
121,0.0,0.0,168927.0,33.599999999999994,"Santa Clarita, CA",1593.0,3188.7807114,210089.0
55,0.0,0.0,169160.0,34.5,"Fontana, CA",1345.0,4961.922379199999,213739.0
81,0.0,0.0,216008.0,35.599999999999994,"Modesto, CA",1466.0,5003.4232656,215030.0
109,0.0,51.0,202381.0,34.900000000000006,"San Bernardino, CA",1565.0,3480.5416166999994,215941.0
488,34.0,0.0,196957.0,36.2,"Tacoma, WA",18523.0,4350.6693682,216279.0
248,453.0,42.0,193180.0,30.900000000000006,"Des Moines, IA",5283.0,2459.1854573,216853.0
486,34.0,28.0,197262.0,37.5,"Spokane, WA",18511.0,3187.4389975999998,219190.0
260,508.0,51.0,223349.0,26.400000000000006,"Baton Rouge, LA",7065.0,2564.1851570999997,221599.0
473,882.0,820.0,190886.0,25.200000000000003,"Richmond, VA",18226.0,3818.5289264,228783.0
214,0.0,0.0,0.0,41.1,"Boise City, ID",3011.0,2734.5542837,228790.0
56,0.0,0.0,202615.0,33.3,"Fremont, CA",1352.0,3069.870533,237807.0
179,32.0,0.0,224840.0,26.900000000000006,"Hialeah, FL",2189.0,11146.986678,238942.0
430,354.0,0.0,193825.0,30.299999999999997,"Irving, TX",17066.0,3612.5769130999997,242242.0
427,354.0,0.0,217219.0,30.5,"Garland, TX",16938.0,4250.070920800001,242507.0
467,882.0,0.0,219124.0,23.700000000000003,"Chesapeake, VA",18093.0,716.76971032,242634.0
471,882.0,581.0,246216.0,23.400000000000006,"Norfolk, VA",18200.0,4581.295789,244076.0
320,564.0,0.0,165416.0,30.799999999999997,"North Las Vegas, NV",10880.0,2509.2882279,245949.0
360,447.0,0.0,193300.0,26.099999999999994,"Winston-Salem, NC",12469.0,1858.3496999000001,246328.0
9,239.0,0.0,170829.0,33.099999999999994,"Gilbert, AZ",638.0,3646.2886508,248279.0
10,239.0,0.0,240112.0,34.2,"Glendale, AZ",639.0,4214.5458081,250702.0
321,564.0,19337.0,202142.0,36.2,"Reno, NV",10881.0,2309.4699206,250998.0
14,239.0,0.0,225796.0,33.099999999999994,"Scottsdale, AZ",675.0,1387.6999905999999,255310.0
436,354.0,4.0,211387.0,31.799999999999997,"Lubbock, TX",17198.0,2002.8566945,255885.0
339,132.0,5119.0,279557.0,23.700000000000003,"Buffalo, NY",11396.0,6347.6738214,256304.0
8,239.0,0.0,234297.0,33.099999999999994,"Chandler, AZ",620.0,3957.5273081999994,257165.0
495,2626.0,312.0,224625.0,31.0,"Madison, WI",19100.0,3274.2907791,258054.0
432,354.0,20.0,210769.0,33.8,"Laredo, TX",17149.0,2510.8614832,261639.0
197,32.0,8900.0,0.0,24.5,"St. Petersburg, FL",2385.0,4286.3121962,265098.0
328,0.0,0.0,237681.0,21.799999999999997,"Jersey City, NJ",11033.0,18011.188484000002,265549.0
239,1247.0,69.0,229715.0,35.0,"Fort Wayne, IN",4659.0,2419.3491738000002,267633.0
40,0.0,0.0,213032.0,34.900000000000006,"Chula Vista, CA",1276.0,5473.2596761,271651.0
351,447.0,0.0,204734.0,24.599999999999994,"Durham, NC",12059.0,2445.2014961,274291.0
369,625.0,218.0,306974.0,25.299999999999997,"Toledo, OH",13655.0,3416.3076629,274975.0
329,0.0,6811083.0,280123.0,19.799999999999997,"Newark, NJ",11087.0,11683.885081,282090.0
68,0.0,0.0,189297.0,32.7,"Irvine, CA",1396.0,4308.6831486,282572.0
190,32.0,3218882.0,207970.0,26.5,"Orlando, FL",2329.0,2594.499081,285713.0
316,236.0,0.0,242072.0,35.7,"Lincoln, NE",10619.0,3030.3700006999998,287401.0
447,354.0,0.0,253372.0,29.099999999999994,"Plano, TX",17399.0,4019.3058751000003,288061.0
354,447.0,0.0,231769.0,25.299999999999997,"Greensboro, NC",12124.0,2286.9864104000003,294722.0
389,1618.0,148572.0,319494.0,27.400000000000006,"Pittsburgh, PA",15299.0,5436.4120217,301048.0
364,625.0,155177.0,306382.0,23.799999999999997,"Cincinnati, OH",13000.0,3883.8127876000003,302605.0
312,720.0,153355.0,0.0,25.400000000000006,"St. Louis, MO",10038.0,4904.7685335,302838.0
303,203.0,0.0,0.0,31.400000000000006,"St. Paul, MN",8811.0,5920.2000049,307695.0
318,564.0,0.0,239757.0,31.299999999999997,"Henderson, NV",10876.0,2963.9370595,310390.0
127,0.0,0.0,289580.0,36.6,"Stockton, CA",1624.0,5044.574900600001,311178.0
258,386.0,120.0,0.0,24.200000000000003,"Lexington, KY",6846.0,1141.5301558,323780.0
420,354.0,281.0,280382.0,30.400000000000006,"Corpus Christi, TX",16782.0,2044.4993869000002,326554.0
105,0.0,0.0,297554.0,34.599999999999994,"Riverside, CA",1553.0,4062.1861526999996,330063.0
118,0.0,115297.0,343054.0,36.3,"Santa Ana, CA",1590.0,12160.569124,332725.0
26,0.0,0.0,333689.0,34.8,"Anaheim, CA",1211.0,6995.2497619000005,352005.0
146,54.0,0.0,299780.0,40.0,"Aurora, CO",1693.0,2436.6165625,374114.0
29,0.0,0.0,291389.0,36.9,"Bakersfield, CA",1228.0,2561.8287878,383579.0
365,625.0,111652.0,449514.0,24.700000000000003,"Cleveland, OH",13007.0,4939.4506125,383793.0
257,220.0,15.0,355244.0,35.099999999999994,"Wichita, KS",6613.0,2414.3566893,389255.0
264,508.0,106511.0,459336.0,27.299999999999997,"New Orleans, LA",7249.0,2307.7799891,391006.0
200,32.0,491250.0,324465.0,25.799999999999997,"Tampa, FL",2414.0,3446.2651486,392890.0
412,354.0,0.0,367535.0,30.299999999999997,"Arlington, TX",16588.0,4155.1947826,398112.0
376,0.0,8.0,382005.0,30.0,"Tulsa, OK",14297.0,2028.5402643,400669.0
300,203.0,1493924.0,367773.0,30.799999999999997,"Minneapolis, MN",8638.0,7877.7191041999995,425403.0
88,0.0,475418.0,394579.0,32.3,"Oakland, CA",1493.0,7676.798430600001,429082.0
476,882.0,0.0,449386.0,25.900000000000006,"Virginia Beach, VA",18265.0,1839.57825,450189.0
73,0.0,5.0,482618.0,33.099999999999994,"Long Beach, CA",1437.0,9218.825468500001,467354.0
317,236.0,7543.0,413487.0,34.400000000000006,"Omaha, NE",10697.0,3388.1685508,468262.0
358,447.0,0.0,338759.0,25.200000000000003,"Raleigh, NC",12316.0,3230.4183609,469298.0
186,32.0,10510175.0,382894.0,25.299999999999997,"Miami, FL",2286.0,13082.429624,470914.0
149,54.0,283.0,373072.0,37.7,"Colorado Springs, CO",1732.0,2424.1593758999998,472688.0
308,720.0,43020.0,442028.0,28.5,"Kansas City, MO",9713.0,1562.2087628,491918.0
204,25.0,6139421.0,422908.0,23.400000000000006,"Atlanta, GA",2483.0,3673.3906382,498044.0
107,0.0,129857.0,467898.0,34.599999999999994,"Sacramento, CA",1561.0,5197.8166082,508529.0
11,239.0,0.0,449878.0,34.2,"Mesa, AZ",654.0,3687.9009983,508958.0
57,0.0,110488.0,465183.0,37.3,"Fresno, CA",1353.0,4636.5650923,530093.0
17,239.0,15.0,518907.0,33.7,"Tucson, AZ",691.0,2293.8792928000003,545975.0
334,220.0,672.0,487378.0,39.7,"Albuquerque, NM",11225.0,2992.3137672,560218.0
496,2626.0,32165.0,579180.0,26.799999999999997,"Milwaukee, WI",19135.0,6155.0426025,592025.0
267,33.0,612226.0,610892.0,23.0,"Baltimore, MD",7376.0,7443.170878100001,602495.0
259,386.0,56.0,243639.0,24.599999999999994,"Louisville, KY",6854.0,1909.0233721999998,620118.0
319,564.0,1812583.0,540111.0,31.5,"Las Vegas, NV",10877.0,4547.145311300001,644644.0
375,0.0,177.0,532950.0,31.900000000000006,"Oklahoma City, OK",14162.0,1070.2871392000002,649021.0
406,246.0,21118.0,641608.0,27.099999999999994,"Memphis, TN",16400.0,2049.985807,650618.0
383,590.0,435201.0,540513.0,38.3,"Portland, OR",14521.0,4895.148461,653115.0
408,246.0,127993.0,530852.0,30.099999999999994,"Nashville, TN",16421.0,1406.8166058,669053.0
283,516.0,1870908.0,884941.0,23.099999999999994,"Detroit, MI",7710.0,4849.2528224,672662.0
424,354.0,502.0,597181.0,32.099999999999994,"El Paso, TX",16882.0,2652.5682805,682669.0
268,174.0,3590330.0,571281.0,23.299999999999997,"Boston, MA",7535.0,14369.957772,694583.0
168,0.0,4118370.0,552433.0,20.0,"Washington, DC",2042.0,11490.11954,702455.0
150,54.0,1470685.0,555981.0,38.7,"Denver, CO",1748.0,4674.0308503,716492.0
485,34.0,2637820.0,569369.0,37.8,"Seattle, WA",18497.0,8883.2544353,744955.0
242,1247.0,74012.0,773283.0,32.2,"Indianapolis, IN",4720.0,2398.1461891999998,867125.0
349,447.0,1577659.0,598351.0,24.5,"Charlotte, NC",12016.0,2845.9040363000004,872498.0
112,0.0,6975787.0,732072.0,35.0,"San Francisco, CA",1574.0,18848.498575,883305.0
366,625.0,48989.0,736836.0,25.700000000000003,"Columbus, OH",13019.0,4079.2326912,892533.0
425,354.0,0.0,618119.0,30.599999999999994,"Fort Worth, TX",16918.0,2596.013043,895008.0
181,32.0,16110.0,797557.0,24.599999999999994,"Jacksonville, FL",2215.0,1208.8129950999999,903889.0
413,354.0,213165.0,678368.0,32.900000000000006,"Austin, TX",16596.0,3005.9119823,964254.0
113,0.0,485796.0,897460.0,35.400000000000006,"San Jose, CA",1579.0,5816.486746500001,1030119.0
421,354.0,287.0,1211704.0,29.400000000000006,"Dallas, TX",16815.0,3960.4253697999998,1345047.0
111,0.0,520422.0,1287050.0,34.599999999999994,"San Diego, CA",1571.0,4379.6711958999995,1425976.0
451,354.0,203750.0,1256810.0,30.5,"San Antonio, TX",17515.0,3161.7904632,1532233.0
388,1618.0,1931310.0,1453268.0,25.700000000000003,"Philadelphia, PA",15292.0,11801.421626000001,1584138.0
13,239.0,1050423.0,1428509.0,34.2,"Phoenix, AZ",664.0,3207.1993316999997,1660272.0
429,354.0,5721170.0,2027712.0,30.700000000000003,"Houston, TX",17039.0,3650.9928351999997,2325502.0
222,3191.0,7206592.0,2841952.0,29.099999999999994,"Chicago, IL",3414.0,11901.370202,2705994.0
74,0.0,12563882.0,3877129.0,33.8,"Los Angeles, CA",1442.0,8514.558734100001,3990456.0
342,132.0,17765774.0,8107916.0,25.799999999999997,"New York, NY",11697.0,27960.865491000004,8398748.0
